"genus","site","habitat","n_plants","plants_present","mean_rel_abund"
"Pochonia","MA","paramo",5,0,0
"Podila","MA","paramo",5,0,0
"Podospora","MA","paramo",5,0,0
"Polydesmia","MA","paramo",5,1,0.00284060604863402
"Polylobatispora","MA","paramo",5,0,0
"Polyscytalum","MA","paramo",5,1,0.00540520928950051
"Porpidia","MA","paramo",5,0,0
"Preussia","MA","paramo",5,0,0
"Protomerulius","MA","paramo",5,0,0
"Psathyrella","MA","paramo",5,0,0
"Pseudoanungitea","MA","paramo",5,0,0
"Pseudoarthrographis","MA","paramo",5,0,0
"Pseudocercospora","MA","paramo",5,0,0
"Pseudocladosporium","MA","paramo",5,0,0
"Pseudoconlarium","MA","paramo",5,0,0
"Pseudodactylaria","MA","paramo",5,0,0
"Pseudogymnoascus","MA","paramo",5,0,0
"Pseudohelotium","MA","paramo",5,0,0
"Pseudopenidiella","MA","paramo",5,1,3.55569602749738e-05
"Pseudophialocephala","MA","paramo",5,0,0
"Pseudophialophora","MA","paramo",5,0,0
"Pseudoplectania","MA","paramo",5,0,0
"Pseudorobillarda","MA","paramo",5,0,0
"Pseudosigmoidea","MA","paramo",5,0,0
"Psilocybe","MA","paramo",5,0,0
"Psoroglaena","MA","paramo",5,0,0
"Puccinia","MA","paramo",5,0,0
"Pycnora","MA","paramo",5,1,1.59638346582107e-05
"Pyrenochaetopsis","MA","paramo",5,0,0
"Rachicladosporium","MA","paramo",5,0,0
"Ramariopsis","MA","paramo",5,1,0.000757627621460031
"Ramicandelaber","MA","paramo",5,0,0
"Ramichloridium","MA","paramo",5,0,0
"Recurvomyces","MA","paramo",5,0,0
"Renatobasidium","MA","paramo",5,0,0
"Rhexocercosporidium","MA","paramo",5,0,0
"Rhexodenticula","MA","paramo",5,0,0
"Rhizoglomus","MA","paramo",5,0,0
"Rhizophagus","MA","paramo",5,0,0
"Rhodosporidiobolus","MA","paramo",5,0,0
"Rhodotorula","MA","paramo",5,0,0
"Rickenella","MA","paramo",5,0,0
"Saitozyma","MA","paramo",5,0,0
"Sakaguchia","MA","paramo",5,0,0
"Sarcoleotia","MA","paramo",5,0,0
"Sarcopodium","MA","paramo",5,0,0
"Sarocladium","MA","paramo",5,0,0
"Sawadaea","MA","paramo",5,0,0
"Schizothecium","MA","paramo",5,0,0
"Sclerococcum","MA","paramo",5,0,0
"Scutellinia","MA","paramo",5,0,0
"Scytalidium","MA","paramo",5,0,0
"Seiridium","MA","paramo",5,0,0
"Septoriella","MA","paramo",5,0,0
"Serendipita","MA","paramo",5,2,0.00036798166306708
"Setophoma","MA","paramo",5,0,0
"Sistotrema","MA","paramo",5,1,0.000846808865733266
"Slooffia","MA","paramo",5,0,0
"Solicoccozyma","MA","paramo",5,0,0
"Sordaria","MA","paramo",5,0,0
"Spirosphaera","MA","paramo",5,0,0
"Sporidesmiella","MA","paramo",5,0,0
"Stachybotrys","MA","paramo",5,0,0
"Stagonospora","MA","paramo",5,0,0
"Stemphylium","MA","paramo",5,1,3.42301636201821e-05
"Sympodiella","MA","paramo",5,2,4.59453495535005e-05
"Sympoventuria","MA","paramo",5,0,0
"Taeniospora","MA","paramo",5,0,0
"Talaromyces","MA","paramo",5,0,0
"Tausonia","MA","paramo",5,0,0
"Teichospora","MA","paramo",5,0,0
"Tephrocybe","MA","paramo",5,0,0
"Teratosphaeria","MA","paramo",5,0,0
"Terramyces","MA","paramo",5,0,0
"Tetracladium","MA","paramo",5,0,0
"Tetraploa","MA","paramo",5,0,0
"Thelebolus","MA","paramo",5,0,0
"Thoreauomyces","MA","paramo",5,0,0
"Tilletiaria","MA","paramo",5,0,0
"Tolypocladium","MA","paramo",5,4,0.000831098518508887
"Trechispora","MA","paramo",5,2,0.000131315630725472
"Tremella","MA","paramo",5,0,0
"Tricellula","MA","paramo",5,0,0
"Trichoderma","MA","paramo",5,1,4.86171328227325e-05
"Trichomerium","MA","paramo",5,0,0
"Triscelophorus","MA","paramo",5,0,0
"Tubaria","MA","paramo",5,0,0
"Tulasnella","MA","paramo",5,0,0
"Umbelopsis","MA","paramo",5,1,3.91839577974262e-05
"Usnea","MA","paramo",5,0,0
"Vanrija","MA","paramo",5,0,0
"Vermiculariopsiella","MA","paramo",5,0,0
"Verrucaria","MA","paramo",5,0,0
"Vertexicola","MA","paramo",5,0,0
"Verticillium","MA","paramo",5,0,0
"Vishniacozyma","MA","paramo",5,0,0
"Volutella","MA","paramo",5,0,0
"Wojnowiciella","MA","paramo",5,0,0
"Xenasmatella","MA","paramo",5,1,0.000348481615816798
"Xenochalara","MA","paramo",5,0,0
"Xylodon","MA","paramo",5,0,0
"Xylolentia","MA","paramo",5,0,0
"Yamadamyces","MA","paramo",5,0,0
"Absconditella","NV","paramo",5,0,0
"Acanthobasidium","NV","paramo",5,0,0
"Acaulospora","NV","paramo",5,2,0.00099707729178038
"Acephala","NV","paramo",5,0,0
"Acidomelania","NV","paramo",5,0,0
"Acremonium","NV","paramo",5,0,0
"Acrodictys","NV","paramo",5,0,0
"Acrodontium","NV","paramo",5,0,0
"Ainoa","NV","paramo",5,0,0
"Alfaria","NV","paramo",5,0,0
"Angustimassarina","NV","paramo",5,0,0
"Apenidiella","NV","paramo",5,0,0
"Aphanobasidium","NV","paramo",5,1,7.29243213830939e-06
"Aphanocladium","NV","paramo",5,0,0
"Apiotrichum","NV","paramo",5,0,0
"Apodus","NV","paramo",5,0,0
"Arachnopeziza","NV","paramo",5,1,9.53625741163536e-05
"Archaeorhizomyces","NV","paramo",5,1,9.06202388976048e-06
"Arcopilus","NV","paramo",5,0,0
"Arrhenia","NV","paramo",5,0,0
"Arthrinium","NV","paramo",5,0,0
"Arthroderma","NV","paramo",5,0,0
"Ascocoryne","NV","paramo",5,0,0
"Aspergillus","NV","paramo",5,0,0
"Asterostroma","NV","paramo",5,0,0
"Athelia","NV","paramo",5,0,0
"Athelopsis","NV","paramo",5,1,5.77704022972231e-05
"Atheniella","NV","paramo",5,0,0
"Atractospora","NV","paramo",5,0,0
"Aureobasidium","NV","paramo",5,0,0
"Auricularia","NV","paramo",5,0,0
"Bandoniozyma","NV","paramo",5,0,0
"Bannoa","NV","paramo",5,0,0
"Basidiobolus","NV","paramo",5,0,0
"Basidiodendron","NV","paramo",5,1,2.80742470252996e-05
"Beauveria","NV","paramo",5,0,0
"Bimuria","NV","paramo",5,0,0
"Bjerkandera","NV","paramo",5,0,0
"Blastenia","NV","paramo",5,0,0
"Botryobasidium","NV","paramo",5,0,0
"Botrytis","NV","paramo",5,0,0
"Brocchiosphaera","NV","paramo",5,0,0
"Brunneochlamydosporium","NV","paramo",5,0,0
"Bryochiton","NV","paramo",5,0,0
"Cadophora","NV","paramo",5,0,0
"Calophoma","NV","paramo",5,0,0
"Calycina","NV","paramo",5,0,0
"Calyptrozyma","NV","paramo",5,0,0
"Camarophyllopsis","NV","paramo",5,0,0
"Camposporium","NV","paramo",5,1,0.000347584776347417
"Camptophora","NV","paramo",5,0,0
"Candida","NV","paramo",5,1,1.40371235126498e-06
"Capnobotryella","NV","paramo",5,0,0
"Capronia","NV","paramo",5,2,0.000248197116769117
"Carcinomyces","NV","paramo",5,0,0
"Carlosrosaea","NV","paramo",5,0,0
"Catenulostroma","NV","paramo",5,0,0
"Cephalotheca","NV","paramo",5,2,0.00245855087732534
"Ceratobasidium","NV","paramo",5,0,0
"Ceriporia","NV","paramo",5,0,0
"Chaetocapnodium","NV","paramo",5,0,0
"Chaetosphaeria","NV","paramo",5,1,0.000129133840429087
"Chalara","NV","paramo",5,0,0
"Chloridium","NV","paramo",5,1,1.68286895499447e-06
"Chromocyphella","NV","paramo",5,0,0
"Cladia","NV","paramo",5,0,0
"Cladophialophora","NV","paramo",5,5,0.00139946399096508
"Cladosporium","NV","paramo",5,1,7.18232819730581e-05
"Clathrosphaerina","NV","paramo",5,0,0
"Clathrus","NV","paramo",5,0,0
"Clavaria","NV","paramo",5,0,0
"Clavulinopsis","NV","paramo",5,2,4.53434826828662e-05
"Clitopilus","NV","paramo",5,0,0
"Clohesyomyces","NV","paramo",5,0,0
"Clonostachys","NV","paramo",5,1,6.72744728414355e-05
"Clypeosphaeria","NV","paramo",5,0,0
"Codinaea","NV","paramo",5,0,0
"Colacogloea","NV","paramo",5,0,0
"Coleophoma","NV","paramo",5,0,0
"Collarina","NV","paramo",5,0,0
"Colletotrichum","NV","paramo",5,0,0
"Collybiopsis","NV","paramo",5,0,0
"Colpoma","NV","paramo",5,0,0
"Coniella","NV","paramo",5,0,0
"Coniochaeta","NV","paramo",5,1,0.00137969313721603
"Conlarium","NV","paramo",5,3,0.000323065347298546
"Coprinellus","NV","paramo",5,0,0
"Coprinopsis","NV","paramo",5,0,0
"Cora","NV","paramo",5,2,0.00568840076053315
"Cordyceps","NV","paramo",5,0,0
"Cortinarius","NV","paramo",5,0,0
"Cotylidia","NV","paramo",5,0,0
"Crocicreas","NV","paramo",5,0,0
"Cryptocoryneum","NV","paramo",5,0,0
"Cryptodiscus","NV","paramo",5,0,0
"Cudoniella","NV","paramo",5,0,0
"Curvibasidium","NV","paramo",5,0,0
"Cutaneotrichosporon","NV","paramo",5,0,0
"Cyathicula","NV","paramo",5,0,0
"Cylindrocladiella","NV","paramo",5,0,0
"Cylindrodendrum","NV","paramo",5,0,0
"Cylindrosympodioides","NV","paramo",5,0,0
"Cyphellophora","NV","paramo",5,0,0
"Cyphellostereum","NV","paramo",5,0,0
"Cystoderma","NV","paramo",5,0,0
"Cystofilobasidium","NV","paramo",5,0,0
"Cystolepiota","NV","paramo",5,0,0
"Dactylonectria","NV","paramo",5,0,0
"Dendrochytridium","NV","paramo",5,1,2.64365826154904e-05
"Derxomyces","NV","paramo",5,0,0
"Devriesia","NV","paramo",5,0,0
"Diaporthe","NV","paramo",5,0,0
"Dictyochaeta","NV","paramo",5,3,7.44432976524988e-05
"Dictyolus","NV","paramo",5,0,0
"Dictyosporium","NV","paramo",5,0,0
"Dinemasporium","NV","paramo",5,0,0
"Dioszegia","NV","paramo",5,1,1.63766440980914e-06
"Dissoderma","NV","paramo",5,0,0
"Dissophora","NV","paramo",5,2,0.000932339179562924
"Dominikia","NV","paramo",5,0,0
"Dothiorella","NV","paramo",5,0,0
"Durella","NV","paramo",5,0,0
"Endoradiciella","NV","paramo",5,0,0
"Entoloma","NV","paramo",5,2,5.03587263137858e-05
"Eocronartium","NV","paramo",5,0,0
"Epicoccum","NV","paramo",5,0,0
"Exophiala","NV","paramo",5,1,2.29992090515912e-05
"Farysia","NV","paramo",5,0,0
"Fellhanera","NV","paramo",5,0,0
"Fellozyma","NV","paramo",5,0,0
"Filobasidium","NV","paramo",5,0,0
"Flagelloscypha","NV","paramo",5,0,0
"Flavocillium","NV","paramo",5,0,0
"Flexuomyces","NV","paramo",5,0,0
"Fulvoflamma","NV","paramo",5,0,0
"Funiliomyces","NV","paramo",5,0,0
"Fusarium","NV","paramo",5,1,1.1463650868664e-05
"Fusidium","NV","paramo",5,0,0
"Galerina","NV","paramo",5,1,2.66569990616736e-05
"Genolevuria","NV","paramo",5,1,3.08341333856579e-05
"Geoglossum","NV","paramo",5,0,0
"Glomerobolus","NV","paramo",5,0,0
"Glomus","NV","paramo",5,0,0
"Glutinoglossum","NV","paramo",5,0,0
"Gorgomyces","NV","paramo",5,0,0
"Gremmenia","NV","paramo",5,0,0
"Gryganskiella","NV","paramo",5,0,0
"Gymnopilus","NV","paramo",5,0,0
"Gymnopus","NV","paramo",5,0,0
"Gyoerffyella","NV","paramo",5,1,6.56996732007635e-05
"Gyromitra","NV","paramo",5,0,0
"Hannaella","NV","paramo",5,0,0
"Hansfordia","NV","paramo",5,0,0
"Haptocillium","NV","paramo",5,5,0.000583279713313657
"Harknessia","NV","paramo",5,0,0
"Helicoon","NV","paramo",5,0,0
"Helicosporium","NV","paramo",5,0,0
"Hemibeltrania","NV","paramo",5,1,0.000512714074954983
"Henningsia","NV","paramo",5,0,0
"Hyalorbilia","NV","paramo",5,0,0
"Hyaloscypha","NV","paramo",5,2,0.00570897067507771
"Hygrocybe","NV","paramo",5,1,3.05843306279416e-05
"Hyphodontia","NV","paramo",5,0,0
"Hypochnicium","NV","paramo",5,0,0
"Ilyonectria","NV","paramo",5,2,0.000944639964469441
"Infundichalara","NV","paramo",5,0,0
"Jalapriya","NV","paramo",5,0,0
"Juncaceicola","NV","paramo",5,0,0
"Knufia","NV","paramo",5,0,0
"Kockovaella","NV","paramo",5,0,0
"Krasilnikovozyma","NV","paramo",5,0,0
"Kurtzmanomyces","NV","paramo",5,1,1.56747879224589e-05
"Laburnicola","NV","paramo",5,0,0
"Lachnellula","NV","paramo",5,1,1.79506021866077e-05
"Lachnum","NV","paramo",5,1,1.24602828484207e-05
"Lapidomyces","NV","paramo",5,0,0
"Lecanicillium","NV","paramo",5,0,0
"Lecophagus","NV","paramo",5,0,0
"Leohumicola","NV","paramo",5,2,0.0802840041281104
"Leptobacillium","NV","paramo",5,2,8.39326073402427e-05
"Leptodontidium","NV","paramo",5,0,0
"Leucosporidium","NV","paramo",5,0,0
"Liangia","NV","paramo",5,0,0
"Libkindia","NV","paramo",5,0,0
"Linnemannia","NV","paramo",5,0,0
"Lithohypha","NV","paramo",5,0,0
"Luellia","NV","paramo",5,0,0
"Lunasporangiospora","NV","paramo",5,0,0
"Maasoglossum","NV","paramo",5,0,0
"Malassezia","NV","paramo",5,0,0
"Marasmiellus","NV","paramo",5,0,0
"Marchantiana","NV","paramo",5,0,0
"Mariannaea","NV","paramo",5,1,3.78418909733075e-05
"Martininia","NV","paramo",5,1,8.97530109330387e-06
"Megalaria","NV","paramo",5,0,0
"Melanconiella","NV","paramo",5,0,0
"Metapochonia","NV","paramo",5,1,4.93641560131713e-05
"Metarhizium","NV","paramo",5,0,0
"Micarea","NV","paramo",5,0,0
"Microcera","NV","paramo",5,0,0
"Microdochium","NV","paramo",5,1,2.33952058544163e-05
"Microscypha","NV","paramo",5,0,0
"Mollisia","NV","paramo",5,1,0.00110331790809427
"Morchella","NV","paramo",5,0,0
"Mortierella","NV","paramo",5,2,0.000238051641620607
"Mucor","NV","paramo",5,0,0
"Mycena","NV","paramo",5,2,0.00010980687299399
"Myrmecridium","NV","paramo",5,0,0
"Naganishia","NV","paramo",5,0,0
"Nagrajchalara","NV","paramo",5,0,0
"Nakataea","NV","paramo",5,0,0
"Nectriopsis","NV","paramo",5,0,0
"Neoascochyta","NV","paramo",5,0,0
"Neochalara","NV","paramo",5,0,0
"Neocoleroa","NV","paramo",5,0,0
"Neofabraea","NV","paramo",5,0,0
"Neokalmusia","NV","paramo",5,0,0
"Neonectria","NV","paramo",5,0,0
"Neophaeomoniella","NV","paramo",5,0,0
"Neophaeosphaeria","NV","paramo",5,0,0
"Neopyrenochaeta","NV","paramo",5,0,0
"Neosorocybe","NV","paramo",5,0,0
"Neovaginatispora","NV","paramo",5,0,0
"Neptunomyces","NV","paramo",5,1,1.35930358346407e-05
"Nigrograna","NV","paramo",5,0,0
"Nigrospora","NV","paramo",5,0,0
"Normandina","NV","paramo",5,0,0
"Obeliospora","NV","paramo",5,0,0
"Occultifur","NV","paramo",5,0,0
"Occultitheca","NV","paramo",5,1,0.000122122974560053
"Oidiodendron","NV","paramo",5,0,0
"Oliveonia","NV","paramo",5,0,0
"Ophiocordyceps","NV","paramo",5,0,0
"Orbilia","NV","paramo",5,0,0
"Ovicillium","NV","paramo",5,0,0
"Papiliotrema","NV","paramo",5,0,0
"Paraphaeosphaeria","NV","paramo",5,0,0
"Pectenia","NV","paramo",5,0,0
"Pellidiscus","NV","paramo",5,0,0
"Penicillium","NV","paramo",5,2,7.4909726316527e-05
"Peniophorella","NV","paramo",5,0,0
"Periconia","NV","paramo",5,0,0
"Pestalotiopsis","NV","paramo",5,0,0
"Pezicula","NV","paramo",5,5,0.00187963479998538
"Pezizellaster","NV","paramo",5,0,0
"Pezoloma","NV","paramo",5,0,0
"Phaeosphaeria","NV","paramo",5,0,0
"Phaeotremella","NV","paramo",5,0,0
"Phialocephala","NV","paramo",5,0,0
"Pholiota","NV","paramo",5,0,0
"Phylloscypha","NV","paramo",5,0,0
"Pilidium","NV","paramo",5,0,0
"Piptocephalis","NV","paramo",5,0,0
"Piskurozyma","NV","paramo",5,0,0
"Placynthiella","NV","paramo",5,0,0
"Plectosphaerella","NV","paramo",5,0,0
"Pleuroascus","NV","paramo",5,0,0
"Pochonia","NV","paramo",5,0,0
"Podila","NV","paramo",5,1,0.00536802998329582
"Podospora","NV","paramo",5,0,0
"Polydesmia","NV","paramo",5,0,0
"Polylobatispora","NV","paramo",5,1,0.00320631296234776
"Polyscytalum","NV","paramo",5,0,0
"Porpidia","NV","paramo",5,0,0
"Preussia","NV","paramo",5,0,0
"Protomerulius","NV","paramo",5,2,7.11109107702896e-05
"Psathyrella","NV","paramo",5,0,0
"Pseudoanungitea","NV","paramo",5,0,0
"Pseudoarthrographis","NV","paramo",5,1,1.06627996246695e-05
"Pseudocercospora","NV","paramo",5,0,0
"Pseudocladosporium","NV","paramo",5,0,0
"Pseudoconlarium","NV","paramo",5,0,0
"Pseudodactylaria","NV","paramo",5,0,0
"Pseudogymnoascus","NV","paramo",5,0,0
"Pseudohelotium","NV","paramo",5,0,0
"Pseudopenidiella","NV","paramo",5,1,1.85115585049392e-05
"Pseudophialocephala","NV","paramo",5,0,0
"Pseudophialophora","NV","paramo",5,0,0
"Pseudoplectania","NV","paramo",5,0,0
"Pseudorobillarda","NV","paramo",5,0,0
"Pseudosigmoidea","NV","paramo",5,0,0
"Psilocybe","NV","paramo",5,0,0
"Psoroglaena","NV","paramo",5,0,0
"Puccinia","NV","paramo",5,1,1.1463650868664e-05
"Pycnora","NV","paramo",5,0,0
"Pyrenochaetopsis","NV","paramo",5,0,0
"Rachicladosporium","NV","paramo",5,0,0
"Ramariopsis","NV","paramo",5,0,0
"Ramicandelaber","NV","paramo",5,0,0
"Ramichloridium","NV","paramo",5,0,0
"Recurvomyces","NV","paramo",5,0,0
"Renatobasidium","NV","paramo",5,0,0
"Rhexocercosporidium","NV","paramo",5,0,0
"Rhexodenticula","NV","paramo",5,0,0
"Rhizoglomus","NV","paramo",5,0,0
"Rhizophagus","NV","paramo",5,0,0
"Rhodosporidiobolus","NV","paramo",5,0,0
"Rhodotorula","NV","paramo",5,0,0
"Rickenella","NV","paramo",5,1,5.97116778981489e-05
"Saitozyma","NV","paramo",5,1,3.50387879382476e-05
"Sakaguchia","NV","paramo",5,0,0
"Sarcoleotia","NV","paramo",5,0,0
"Sarcopodium","NV","paramo",5,1,7.29243213830939e-06
"Sarocladium","NV","paramo",5,0,0
"Sawadaea","NV","paramo",5,0,0
"Schizothecium","NV","paramo",5,0,0
"Sclerococcum","NV","paramo",5,4,0.102243069946447
"Scutellinia","NV","paramo",5,0,0
"Scytalidium","NV","paramo",5,0,0
"Seiridium","NV","paramo",5,0,0
"Septoriella","NV","paramo",5,1,1.8124047779521e-05
"Serendipita","NV","paramo",5,5,0.0976772199292975
"Setophoma","NV","paramo",5,0,0
"Sistotrema","NV","paramo",5,2,9.27339497000264e-05
"Slooffia","NV","paramo",5,0,0
"Solicoccozyma","NV","paramo",5,0,0
"Sordaria","NV","paramo",5,0,0
"Spirosphaera","NV","paramo",5,0,0
"Sporidesmiella","NV","paramo",5,0,0
"Stachybotrys","NV","paramo",5,0,0
"Stagonospora","NV","paramo",5,0,0
"Stemphylium","NV","paramo",5,0,0
"Sympodiella","NV","paramo",5,1,1.00972137299668e-05
"Sympoventuria","NV","paramo",5,0,0
"Taeniospora","NV","paramo",5,0,0
"Talaromyces","NV","paramo",5,0,0
"Tausonia","NV","paramo",5,0,0
"Teichospora","NV","paramo",5,0,0
"Tephrocybe","NV","paramo",5,0,0
"Teratosphaeria","NV","paramo",5,3,0.000927376234825779
"Terramyces","NV","paramo",5,0,0
"Tetracladium","NV","paramo",5,0,0
"Tetraploa","NV","paramo",5,0,0
"Thelebolus","NV","paramo",5,0,0
"Thoreauomyces","NV","paramo",5,0,0
"Tilletiaria","NV","paramo",5,0,0
"Tolypocladium","NV","paramo",5,2,0.000372063282678351
"Trechispora","NV","paramo",5,2,3.3365990322839e-05
"Tremella","NV","paramo",5,0,0
"Tricellula","NV","paramo",5,0,0
"Trichoderma","NV","paramo",5,4,0.00185022360340851
"Trichomerium","NV","paramo",5,0,0
"Triscelophorus","NV","paramo",5,0,0
"Tubaria","NV","paramo",5,0,0
"Tulasnella","NV","paramo",5,0,0
"Umbelopsis","NV","paramo",5,0,0
"Usnea","NV","paramo",5,0,0
"Vanrija","NV","paramo",5,0,0
"Vermiculariopsiella","NV","paramo",5,0,0
"Verrucaria","NV","paramo",5,0,0
"Vertexicola","NV","paramo",5,0,0
"Verticillium","NV","paramo",5,0,0
"Vishniacozyma","NV","paramo",5,0,0
"Volutella","NV","paramo",5,0,0
"Wojnowiciella","NV","paramo",5,0,0
"Xenasmatella","NV","paramo",5,0,0
"Xenochalara","NV","paramo",5,0,0
"Xylodon","NV","paramo",5,1,1.00972137299668e-05
"Xylolentia","NV","paramo",5,0,0
"Yamadamyces","NV","paramo",5,0,0
